province,fsa,population_2016,lim_at_prevalence,lim_at_count,sac_rural_category,clc_rural_indicator,clc_rural_label,clc_low_income_indicator,clc_low_income_label,female,black,indigenous,unemployment_rate,youth_15_to_24,youth_15_to_29,french_speakers,french_first_official_language,immigrant
Ontario,N2T,20701,0.091,1870,1,0,Not Rural,0,Not Low Income,10550,335,160,0.069,3360,4405,2320,230,6235
Ontario,N9G,19787,0.115,2210,1,0,Not Rural,0,Not Low Income,10220,600,220,0.07200000000000001,2730,3575,1800,265,7205
Ontario,N9H,10227,0.069,690,1,0,Not Rural,0,Not Low Income,5395,285,140,0.057999999999999996,1375,1880,970,185,2485
Ontario,N9J,19358,0.048,925,1,0,Not Rural,0,Not Low Income,9730,295,440,0.049,2685,3495,2450,515,2460
Ontario,N9K,2761,0.038,100,1,0,Not Rural,0,Not Low Income,1400,10,10,0.046,365,465,305,50,775
Ontario,N9V,20208,0.083,1655,1,0,Not Rural,0,Not Low Income,10255,325,735,0.066,2555,3500,2080,460,1885
Ontario,N9Y,14814,0.1,1395,3,0,Not Rural,0,Not Low Income,7485,90,275,0.057999999999999996,1555,2275,990,180,1885
Manitoba,R3N,16847,0.10099999999999999,1690,1,0,Not Rural,0,Not Low Income,8775,330,1120,0.05,2010,3190,2105,425,2865
Ontario,P3A,24053,0.138,3195,1,0,Not Rural,0,Not Low Income,12735,275,2240,0.08199999999999999,2970,4415,9175,5935,1700
Ontario,P3B,15548,0.22399999999999998,3440,1,0,Not Rural,1,Low Income,7990,280,1705,0.106,2000,3190,5955,3660,1020
Ontario,P3C,16249,0.295,4715,1,0,Not Rural,1,Low Income,8310,240,2270,0.12300000000000001,2150,3745,5230,3230,1245
Ontario,P3L,8036,0.086,690,1,0,Not Rural,0,Not Low Income,3985,90,845,0.07400000000000001,1050,1480,2930,1665,250
Saskatchewan,S4T,31932,0.19,5960,1,0,Not Rural,0,Not Low Income,16250,835,6175,0.084,3885,6585,1885,330,4090
Saskatchewan,S4V,28386,0.049,1365,1,0,Not Rural,0,Not Low Income,14500,555,920,0.047,3610,5290,2025,320,4960
Alberta,T4P,32478,0.102,3230,2,0,Not Rural,0,Not Low Income,16300,555,1740,0.11599999999999999,4190,7140,1635,380,4925
Alberta,T4R,36570,0.055,1965,2,0,Not Rural,0,Not Low Income,18640,530,1420,0.084,4865,7390,2250,460,4830
Ontario,M4W,14561,0.127,1810,1,0,Not Rural,0,Not Low Income,7725,320,80,0.068,1625,2825,2760,325,4490
Ontario,M4X,20822,0.353,7165,1,0,Not Rural,1,Low Income,9910,2370,250,0.106,2400,4510,2210,490,10135
Ontario,M4Y,30472,0.28300000000000003,8510,1,0,Not Rural,1,Low Income,13715,985,355,0.08800000000000001,4850,10270,4630,965,10620
Ontario,M5N,16610,0.12300000000000001,2015,1,0,Not Rural,0,Not Low Income,8850,370,75,0.076,2185,3120,2385,295,4940
Manitoba,R3P,19605,0.087,1570,1,0,Not Rural,0,Not Low Income,10545,255,640,0.055,2495,3390,1900,245,4130
Manitoba,R3R,24684,0.075,1810,1,0,Not Rural,0,Not Low Income,12705,330,1960,0.044000000000000004,2985,4280,2235,410,3210
Manitoba,R3S,538,0.055999999999999994,30,1,0,Not Rural,0,Not Low Income,270,0,20,0,65,75,40,0,40
Manitoba,R3T,48009,0.23199999999999998,10980,1,0,Not Rural,1,Low Income,23935,3330,3210,0.081,9490,13720,4075,780,14395
Manitoba,R4G,1174,0.009000000000000001,10,1,0,Not Rural,0,Not Low Income,565,35,85,0.053,190,250,85,25,75
Manitoba,R4H,2611,0.057999999999999996,120,1,0,Not Rural,0,Not Low Income,1090,10,95,0.040999999999999995,415,615,165,55,105
Manitoba,R4J,953,0.021,20,1,0,Not Rural,0,Not Low Income,475,0,90,0.017,110,140,80,15,40
Manitoba,R4L,1219,0.078,95,1,0,Not Rural,0,Not Low Income,585,0,180,0.027999999999999997,135,185,180,55,55
Manitoba,R7A,29405,0.18,5120,3,0,Not Rural,0,Not Low Income,15160,620,4210,0.077,4055,6410,1540,360,4845
Manitoba,R8N,13848,0.13699999999999998,1865,3,0,Not Rural,0,Not Low Income,6850,285,5940,0.07400000000000001,1965,3170,880,185,1605
Alberta,T4V,20843,0.098,1980,3,0,Not Rural,0,Not Low Income,10800,200,1050,0.091,2525,3855,795,160,1685
Ontario,N6G,40677,0.153,6125,1,0,Not Rural,0,Not Low Income,21060,1285,695,0.084,6210,8930,3670,525,11505
Ontario,L6C,50929,0.156,7945,1,0,Not Rural,0,Not Low Income,26070,700,65,0.064,6620,9515,3045,280,31825
Ontario,L6E,36356,0.129,4680,1,0,Not Rural,0,Not Low Income,18735,1125,65,0.064,4495,6430,2180,275,21330
Ontario,L6G,5370,0.336,1800,1,0,Not Rural,1,Low Income,2810,145,10,0.10400000000000001,630,1340,235,15,3450
Alberta,T2G,14370,0.175,2135,1,0,Not Rural,0,Not Low Income,6175,320,540,0.085,1180,3345,1305,285,2845
Alberta,T2H,9372,0.12300000000000001,1115,1,0,Not Rural,0,Not Low Income,4715,375,420,0.107,920,1720,580,130,2325
Alberta,T2K,35544,0.12300000000000001,4360,1,0,Not Rural,0,Not Low Income,17860,1965,1480,0.10300000000000001,4050,7000,2515,605,8610
Alberta,T2L,14214,0.109,1540,1,0,Not Rural,0,Not Low Income,7010,235,215,0.10300000000000001,2160,3530,1605,240,3205
Alberta,T2M,21086,0.105,2190,1,0,Not Rural,0,Not Low Income,10280,515,490,0.09,2810,5115,2375,340,3945
Alberta,T2V,33450,0.096,3100,1,0,Not Rural,0,Not Low Income,17180,730,710,0.095,3710,6365,3005,550,8405
Alberta,T2W,42377,0.084,3510,1,0,Not Rural,0,Not Low Income,21355,1065,2020,0.105,5115,8080,2920,660,10130
Alberta,T2X,43339,0.055,2315,1,0,Not Rural,0,Not Low Income,21935,1080,1120,0.095,5740,8520,2900,560,11535
Alberta,T2Y,61344,0.07,4240,1,0,Not Rural,0,Not Low Income,31150,1975,1465,0.10300000000000001,7955,11695,3405,760,25440
Alberta,T2Z,68438,0.048,3250,1,0,Not Rural,0,Not Low Income,34270,1745,1955,0.083,7875,13240,4505,1140,15580
Alberta,T3A,53224,0.08199999999999999,4365,1,0,Not Rural,0,Not Low Income,26735,1515,825,0.10099999999999999,7905,11270,4035,565,19865
Alberta,T3B,37348,0.096,3480,1,0,Not Rural,0,Not Low Income,18765,745,1480,0.1,4040,6655,3405,675,6830
Alberta,T3K,80792,0.084,6740,1,0,Not Rural,0,Not Low Income,40780,4000,1925,0.08800000000000001,10325,15750,4090,1025,30540
Alberta,T3L,30168,0.044000000000000004,1315,1,0,Not Rural,0,Not Low Income,15335,355,520,0.084,3615,4840,2650,480,7035
Alberta,T3Z,11209,0.047,475,1,0,Not Rural,0,Not Low Income,5520,25,310,0.094,1820,2170,1205,145,1800
Ontario,N6H,40604,0.213,8460,1,0,Not Rural,1,Low Income,21680,745,550,0.084,6400,9585,3200,500,10135
Ontario,N6J,26943,0.201,5350,1,0,Not Rural,1,Low Income,14375,740,925,0.065,3010,4875,2100,385,5525
Manitoba,R2E,9256,0.038,350,1,0,Not Rural,0,Not Low Income,4630,70,475,0.045,1335,1680,665,90,1065
Manitoba,R2G,33030,0.122,4005,1,0,Not Rural,0,Not Low Income,17710,800,3510,0.055,3850,5825,2140,425,6280
Ontario,L9N,11533,0.07200000000000001,810,1,0,Not Rural,0,Not Low Income,5720,140,255,0.065,1485,2130,680,140,2315
Ontario,L9P,16814,0.075,1245,1,0,Not Rural,0,Not Low Income,8615,180,285,0.054000000000000006,2315,3055,1300,135,2055
Ontario,M4V,18241,0.12300000000000001,2205,1,0,Not Rural,0,Not Low Income,9930,370,155,0.061,1645,3515,3430,370,5050
Ontario,N3L,14684,0.076,1075,1,0,Not Rural,0,Not Low Income,7585,95,280,0.04,1685,2435,605,110,1095
Ontario,N3P,8597,0.11,945,1,0,Not Rural,0,Not Low Income,4470,190,315,0.07,1170,1780,390,85,1395
Ontario,N3R,34276,0.11699999999999999,3970,1,0,Not Rural,0,Not Low Income,17850,520,1410,0.061,3970,5710,1500,315,4350
Ontario,P0N,9420,0.11199999999999999,1040,3,0,Not Rural,0,Not Low Income,4700,0,1070,0.081,1090,1735,3595,2075,305
Ontario,N4B,7772,0.145,1095,3,0,Not Rural,0,Not Low Income,3920,95,230,0.076,870,1330,210,65,705
Ontario,N4V,2983,0.083,230,3,0,Not Rural,0,Not Low Income,1585,85,45,0.043,310,500,180,45,375
Manitoba,R2H,15914,0.18,2680,1,0,Not Rural,0,Not Low Income,8350,765,2420,0.064,1780,3260,6340,4330,1845
Manitoba,R2J,26499,0.092,2435,1,0,Not Rural,0,Not Low Income,13550,945,3390,0.059000000000000004,3370,5065,5820,2790,4395
Saskatchewan,S4W,8283,0.10400000000000001,860,1,0,Not Rural,0,Not Low Income,4225,320,255,0.046,1160,2305,565,95,2775
Saskatchewan,S4X,27895,0.053,1460,1,0,Not Rural,0,Not Low Income,14185,560,2020,0.048,3540,5600,1580,260,3105
Saskatchewan,S4Y,4537,0.013000000000000001,60,1,0,Not Rural,0,Not Low Income,2230,170,155,0.042,510,760,310,50,455
Saskatchewan,S4Z,1200,0.057999999999999996,70,1,0,Not Rural,0,Not Low Income,635,20,80,0.049,155,345,70,15,180
Saskatchewan,S6H,27471,0.147,3895,3,0,Not Rural,0,Not Low Income,14085,310,1815,0.069,3100,4945,1470,370,2020
Ontario,M5P,19423,0.115,2235,1,0,Not Rural,0,Not Low Income,10660,510,125,0.061,2155,3960,3120,345,5320
Ontario,M5R,26496,0.196,4860,1,0,Not Rural,1,Low Income,13955,910,250,0.069,3290,7020,5045,625,7010
Ontario,M5S,15372,0.304,4320,1,0,Not Rural,1,Low Income,7880,355,110,0.099,3950,6255,2235,300,5120
Ontario,M5T,17748,0.32899999999999996,5685,1,0,Not Rural,1,Low Income,9100,880,145,0.08199999999999999,3240,5890,1875,345,7610
Alberta,T5H,26290,0.24,5820,1,0,Not Rural,1,Low Income,11850,4305,2165,0.115,3155,6425,2085,685,9040
Alberta,T5J,5281,0.23399999999999999,1130,1,0,Not Rural,1,Low Income,2420,175,175,0.068,930,2125,550,110,1430
Alberta,T5K,22814,0.157,3370,1,0,Not Rural,0,Not Low Income,11425,970,960,0.068,2585,6720,2455,495,5035
Alberta,T5L,17124,0.114,1875,1,0,Not Rural,0,Not Low Income,8445,820,1775,0.102,2055,3340,1045,370,3585
Ontario,N7G,17880,0.107,1870,1,0,Not Rural,0,Not Low Income,9175,75,420,0.051,2175,3070,745,140,2365
Ontario,P3G,4001,0.040999999999999995,165,1,0,Not Rural,0,Not Low Income,1960,35,185,0.067,470,615,1225,570,275
Ontario,P3N,8125,0.057999999999999996,460,1,0,Not Rural,0,Not Low Income,4045,20,700,0.075,960,1380,4530,3210,170
Manitoba,R5A,3408,0.043,145,1,0,Not Rural,0,Not Low Income,1630,65,450,0.052000000000000005,405,600,1155,635,200
Saskatchewan,S6J,5317,0.079,420,3,0,Not Rural,0,Not Low Income,2735,100,215,0.053,645,905,320,110,490
Saskatchewan,S6K,1415,0.078,110,3,0,Not Rural,0,Not Low Income,710,35,75,0.045,125,205,145,45,115
Saskatchewan,S6V,41092,0.185,7225,3,0,Not Rural,0,Not Low Income,20930,455,16265,0.098,5575,8645,2955,925,2900
Saskatchewan,S6W,141,NA,NA,3,0,Not Rural,NA,(Missing),70,0,0,0,5,10,15,10,0
Saskatchewan,S6X,2141,0.024,50,3,0,Not Rural,0,Not Low Income,1085,40,440,0.045,250,345,300,45,130
Alberta,T4X,20715,0.042,865,1,0,Not Rural,0,Not Low Income,10280,375,1190,0.07400000000000001,2420,3645,2950,895,1975
Ontario,N8R,12085,0.11800000000000001,1420,1,0,Not Rural,0,Not Low Income,6110,645,220,0.066,1530,2235,1145,320,4060
Ontario,N8S,21819,0.139,3030,1,0,Not Rural,0,Not Low Income,11280,590,565,0.078,2340,3695,1820,570,3765
Ontario,N8T,17658,0.315,5530,1,0,Not Rural,1,Low Income,9395,1365,530,0.11199999999999999,2170,3250,1730,640,4570
Manitoba,R2W,28874,0.361,10145,1,0,Not Rural,1,Low Income,14605,885,9870,0.10099999999999999,4015,6000,1285,285,6845
Manitoba,R2X,19149,0.18100000000000002,3430,1,0,Not Rural,0,Not Low Income,9760,350,3230,0.076,2855,4015,645,100,8555
Manitoba,R2Y,19887,0.127,2465,1,0,Not Rural,0,Not Low Income,10460,505,2715,0.057999999999999996,2310,3575,1450,365,2495
Manitoba,R3A,4711,0.573,2620,1,0,Not Rural,1,Low Income,2355,925,1270,0.175,690,1010,225,100,1965
Ontario,N7L,24724,0.177,4260,3,0,Not Rural,0,Not Low Income,13160,610,740,0.078,2755,4015,2030,610,2355
Ontario,N7S,27879,0.114,3105,2,0,Not Rural,0,Not Low Income,14360,380,1030,0.077,3370,4985,2195,610,3715
Ontario,N8H,25905,0.163,3950,3,0,Not Rural,0,Not Low Income,13020,430,435,0.06,3290,4870,1620,305,6465
Manitoba,R2K,33413,0.151,4915,1,0,Not Rural,0,Not Low Income,17105,1620,4240,0.07400000000000001,4030,6590,2195,560,8145
Manitoba,R6M,10229,0.16699999999999998,1675,3,0,Not Rural,0,Not Low Income,5180,95,390,0.064,1295,1915,545,90,1625
Manitoba,R6W,20229,0.188,3765,3,0,Not Rural,0,Not Low Income,10195,50,430,0.057,3435,4835,290,55,6420
Alberta,T3C,23519,0.136,3110,1,0,Not Rural,0,Not Low Income,11970,1270,835,0.09,2560,5515,2390,430,6130
Ontario,P5A,10741,0.23199999999999998,2450,3,0,Not Rural,1,Low Income,5600,80,1030,0.113,755,1155,2540,1560,1105
Ontario,P6A,34720,0.147,4795,2,0,Not Rural,0,Not Low Income,17745,150,4875,0.106,3895,5705,3455,1090,2390
Saskatchewan,S0G,63488,0.11900000000000001,6755,5,1,Rural,0,Not Low Income,31425,180,8725,0.055999999999999994,6755,10080,1370,470,2190
Manitoba,R3B,12963,0.474,5465,1,0,Not Rural,1,Low Income,6215,2015,2460,0.106,1535,2765,750,230,5015
Alberta,T0P,3631,0.122,265,2,0,Not Rural,0,Not Low Income,1755,30,2545,0.166,505,795,100,35,145
Alberta,T1A,25409,0.155,3775,2,0,Not Rural,0,Not Low Income,13005,400,1545,0.109,2850,4490,985,265,2090
Alberta,T1B,32769,0.09,2900,2,0,Not Rural,0,Not Low Income,16765,370,1205,0.094,3735,5600,1085,285,2915
Alberta,T1C,9391,0.079,740,2,0,Not Rural,0,Not Low Income,4745,125,555,0.086,1225,1920,380,80,590
Alberta,T1H,27385,0.122,3250,1,0,Not Rural,0,Not Low Income,13725,400,1625,0.07,3420,5535,865,220,4480
Alberta,T1J,22960,0.11900000000000001,2525,1,0,Not Rural,0,Not Low Income,11735,560,1140,0.062,3210,5370,1330,225,2725
Alberta,T1K,45932,0.106,4825,1,0,Not Rural,0,Not Low Income,23480,935,2645,0.064,6925,10385,2685,425,5430
Manitoba,R2L,14818,0.226,3320,1,0,Not Rural,1,Low Income,7405,970,3275,0.087,1970,3225,1085,335,3035
Manitoba,R2M,38195,0.168,6305,1,0,Not Rural,0,Not Low Income,19785,2040,4700,0.069,4520,7330,5745,2510,7625
Saskatchewan,S7M,31112,0.214,6475,1,0,Not Rural,1,Low Income,15790,730,6845,0.099,4050,6745,1540,305,5875
Alberta,T3E,41415,0.109,4425,1,0,Not Rural,0,Not Low Income,21480,1695,1400,0.091,4665,8245,3700,720,8500
Alberta,T3G,59025,0.073,4265,1,0,Not Rural,0,Not Low Income,30215,1860,1165,0.109,8040,11780,4285,820,20170
Alberta,T3M,40268,0.045,1790,1,0,Not Rural,0,Not Low Income,20245,995,1080,0.07400000000000001,3395,6910,2760,645,9585
Alberta,T3N,12483,0.069,860,1,0,Not Rural,0,Not Low Income,6200,1095,165,0.098,1330,2750,640,170,6920
Ontario,L1P,17479,0.10300000000000001,1800,1,0,Not Rural,0,Not Low Income,8820,1750,220,0.08800000000000001,2640,3495,1640,275,4625
Ontario,L1R,40287,0.071,2835,1,0,Not Rural,0,Not Low Income,20785,4450,420,0.079,6370,8385,3395,650,11645
Ontario,L1S,40689,0.10300000000000001,4155,1,0,Not Rural,0,Not Low Income,21180,5160,585,0.08800000000000001,5285,7800,3055,595,11815
Saskatchewan,S7N,27214,0.12300000000000001,3310,1,0,Not Rural,0,Not Low Income,13835,575,2320,0.066,4555,7150,2190,420,4005
Saskatchewan,S7P,158,NA,NA,NA,NA,Not Rural,NA,(Missing),80,0,0,0,20,25,5,0,0
Saskatchewan,S7R,8056,0.054000000000000006,430,1,0,Not Rural,0,Not Low Income,3985,235,570,0.052000000000000005,960,1890,485,70,2695
Alberta,T5M,15261,0.146,2085,1,0,Not Rural,0,Not Low Income,7670,1190,1155,0.102,1645,2920,1205,325,3380
Ontario,N4Z,2432,0.105,250,3,0,Not Rural,0,Not Low Income,1300,15,55,0.062,340,465,115,15,265
Ontario,N8A,13975,0.22,2660,3,0,Not Rural,1,Low Income,7140,135,2620,0.099,1530,2240,475,160,925
Alberta,T3P,15578,0.055999999999999994,850,1,0,Not Rural,0,Not Low Income,7925,1390,295,0.086,1365,2680,925,210,5625
Ontario,N5W,23250,0.2,4610,1,0,Not Rural,1,Low Income,11495,575,985,0.081,2675,4485,1340,270,3020
Ontario,L1T,50536,0.08900000000000001,4470,1,0,Not Rural,0,Not Low Income,26140,9490,490,0.08,8240,11385,3695,585,21750
Ontario,N8W,23796,0.15,3550,1,0,Not Rural,0,Not Low Income,12150,800,815,0.076,3060,4605,1990,525,5075
Ontario,N8X,15575,0.287,4410,1,0,Not Rural,1,Low Income,7945,1035,510,0.11,2100,3310,1325,360,4105
Alberta,T5N,14579,0.095,1375,1,0,Not Rural,0,Not Low Income,7450,650,690,0.076,1725,3130,1450,270,2760
Alberta,T5P,21557,0.157,3330,1,0,Not Rural,0,Not Low Income,10580,1470,2090,0.107,2520,4280,1405,530,6395
Alberta,T5R,25867,0.08800000000000001,2195,1,0,Not Rural,0,Not Low Income,13235,540,1410,0.07200000000000001,3205,4910,2120,400,5415
Ontario,N7V,11877,0.095,1125,2,0,Not Rural,0,Not Low Income,6205,125,265,0.076,1180,1780,920,295,1395
Ontario,P3P,15468,0.066,1015,1,0,Not Rural,0,Not Low Income,7735,45,1500,0.07400000000000001,2045,2845,8825,6480,285
Ontario,P3Y,7455,0.042,310,1,0,Not Rural,0,Not Low Income,3780,30,425,0.06,825,1150,1395,530,315
Ontario,P4N,24575,0.16,3875,3,0,Not Rural,0,Not Low Income,12505,130,2895,0.08199999999999999,2875,4575,13305,9145,830
Ontario,P4P,3367,0.099,330,3,0,Not Rural,0,Not Low Income,1700,40,385,0.078,465,665,1925,1290,125
Ontario,N5X,32897,0.11699999999999999,3810,1,0,Not Rural,0,Not Low Income,17205,595,390,0.076,4405,6220,2330,330,8865
Ontario,P6B,22847,0.18,4000,2,0,Not Rural,0,Not Low Income,12075,225,2240,0.10300000000000001,2590,3960,2230,700,2265
Ontario,P6C,19322,0.145,2795,2,0,Not Rural,0,Not Low Income,9860,115,2295,0.102,2275,3450,1440,475,1825
Ontario,P7A,28418,0.126,3475,1,0,Not Rural,0,Not Low Income,14715,110,3105,0.078,3140,4875,2530,660,2460
Ontario,P7C,21880,0.17800000000000002,3785,1,0,Not Rural,0,Not Low Income,11190,135,3510,0.09,2755,4285,1290,375,1695
Ontario,P7J,5130,0.036000000000000004,150,1,0,Not Rural,0,Not Low Income,2530,30,1030,0.073,700,915,340,95,300
Ontario,N8Y,18935,0.23800000000000002,4430,1,0,Not Rural,1,Low Income,9880,965,680,0.08800000000000001,2260,3595,1720,550,3035
Manitoba,R3C,14364,0.35200000000000004,4730,1,0,Not Rural,1,Low Income,6900,1385,2140,0.079,1820,4030,1620,445,3320
Manitoba,R3E,19703,0.253,4880,1,0,Not Rural,1,Low Income,10055,590,4175,0.075,2945,4365,710,145,8400
Manitoba,R3G,25490,0.193,4850,1,0,Not Rural,0,Not Low Income,13000,1150,3625,0.068,3375,5630,2625,390,6880
Manitoba,R3H,106,NA,NA,1,0,Not Rural,NA,(Missing),45,0,0,0.267,15,25,5,5,80
Ontario,N7W,1935,0.057,110,2,0,Not Rural,0,Not Low Income,1045,15,20,0.047,100,160,125,60,370
Ontario,N7X,1094,0.032,35,2,0,Not Rural,0,Not Low Income,535,0,45,0.09,125,160,120,25,205
Manitoba,R2N,30306,0.07,2060,1,0,Not Rural,0,Not Low Income,15720,1325,2385,0.048,3905,5580,5685,2365,5775
Manitoba,R2P,32557,0.152,4870,1,0,Not Rural,0,Not Low Income,16535,570,2795,0.062,4490,6820,1225,145,17250
Manitoba,R7B,20977,0.11699999999999999,2410,3,0,Not Rural,0,Not Low Income,10870,395,2190,0.063,2745,4210,1060,225,2850
Manitoba,R7C,2448,0.10400000000000001,245,3,0,Not Rural,0,Not Low Income,1265,0,235,0.073,240,435,115,35,150
Ontario,P7B,21917,0.205,4380,1,0,Not Rural,1,Low Income,11250,230,3160,0.077,3015,4730,2020,475,2785
Ontario,P7K,6521,0.037000000000000005,240,1,0,Not Rural,0,Not Low Income,3205,10,425,0.040999999999999995,755,1065,455,130,405
Ontario,P7L,1942,0.067,130,1,0,Not Rural,0,Not Low Income,920,0,85,0.11699999999999999,185,280,110,40,90
Saskatchewan,S2V,865,0.035,30,1,0,Not Rural,0,Not Low Income,445,0,35,0.062,85,110,45,15,20
Saskatchewan,S3N,18658,0.13,2370,3,0,Not Rural,0,Not Low Income,9620,245,2015,0.061,2115,3230,485,105,1430
Saskatchewan,S4A,12481,0.069,840,3,0,Not Rural,0,Not Low Income,6190,125,700,0.081,1625,2585,425,110,1465
Alberta,T1M,9379,0.09699999999999999,895,1,0,Not Rural,0,Not Low Income,4660,25,335,0.053,1170,1765,185,50,965
Alberta,T1R,17011,0.094,1545,3,0,Not Rural,0,Not Low Income,8235,1990,640,0.091,2025,3090,610,260,4375
Alberta,T1X,22496,0.061,1355,1,0,Not Rural,0,Not Low Income,11305,455,735,0.076,2625,3830,960,215,5220
Alberta,T1Y,57237,0.13699999999999998,7805,1,0,Not Rural,0,Not Low Income,28500,4670,1920,0.111,7610,11790,2275,735,25540
Alberta,T1Z,639,0.063,40,NA,NA,Not Rural,0,Not Low Income,315,30,40,0.063,120,160,5,5,280
Alberta,T2A,59641,0.15,8870,1,0,Not Rural,0,Not Low Income,28730,5590,2960,0.113,7470,11905,2830,985,22240
Manitoba,R2R,21377,0.11599999999999999,2480,1,0,Not Rural,0,Not Low Income,10680,385,2225,0.07,3235,4800,855,105,10470
Manitoba,R2V,35235,0.11599999999999999,4045,1,0,Not Rural,0,Not Low Income,18125,550,3700,0.06,4395,6475,1925,260,10500
Saskatchewan,S7S,5906,0.047,275,1,0,Not Rural,0,Not Low Income,3015,40,255,0.047,1030,1365,365,75,745
Saskatchewan,S7T,13202,0.069,885,1,0,Not Rural,0,Not Low Income,6785,385,660,0.05,1575,3130,920,160,2740
Saskatchewan,S7V,10780,0.084,900,1,0,Not Rural,0,Not Low Income,5535,200,590,0.05,1510,2495,765,95,2415
Alberta,T3H,71251,0.055,3915,1,0,Not Rural,0,Not Low Income,36740,1955,1105,0.10300000000000001,8565,11755,6745,1150,22230
Alberta,T3J,77605,0.121,9400,1,0,Not Rural,0,Not Low Income,38330,5070,1680,0.099,10345,16520,2645,735,44500
Ontario,N5R,27368,0.131,3515,1,0,Not Rural,0,Not Low Income,14280,185,710,0.061,3000,4305,1335,245,2525
Alberta,T3R,23866,0.059000000000000004,1375,1,0,Not Rural,0,Not Low Income,11815,1915,360,0.08900000000000001,2920,4860,1400,260,9620
Alberta,T3S,303,0.14800000000000002,45,1,0,Not Rural,0,Not Low Income,140,0,0,0.051,35,45,10,5,50
Alberta,T4A,16054,0.048,770,1,0,Not Rural,0,Not Low Income,7895,335,620,0.08199999999999999,1905,3170,1105,285,1700
Ontario,L1V,51910,0.084,4340,1,0,Not Rural,0,Not Low Income,26930,6310,605,0.08,7570,10545,3645,625,18275
Ontario,L1W,17033,0.08,1340,1,0,Not Rural,0,Not Low Income,8830,1155,280,0.087,2085,3105,1505,250,4210
Ontario,L1X,19481,0.08900000000000001,1725,1,0,Not Rural,0,Not Low Income,9865,2285,115,0.078,2875,4225,1265,240,8095
Saskatchewan,S7W,13625,0.07,950,1,0,Not Rural,0,Not Low Income,6885,355,760,0.055999999999999994,1985,3355,955,160,2515
Saskatchewan,S9A,15547,0.191,2860,3,0,Not Rural,0,Not Low Income,8150,60,4115,0.08,1860,2850,915,200,1680
Alberta,T5S,4843,0.061,280,1,0,Not Rural,0,Not Low Income,2460,40,325,0.064,465,980,320,100,555
British Columbia,V3C,38818,0.115,4360,1,0,Not Rural,0,Not Low Income,19705,500,1115,0.054000000000000006,4865,7150,2845,420,12865
British Columbia,V5Z,22547,0.156,3410,1,0,Not Rural,0,Not Low Income,12240,245,270,0.053,1950,3995,2805,445,8295
British Columbia,V6A,18719,0.424,6515,1,0,Not Rural,1,Low Income,8435,415,1265,0.08,1285,2795,1845,425,5770
British Columbia,V8N,25065,0.132,3255,1,0,Not Rural,0,Not Low Income,12890,175,530,0.071,4295,5485,2605,235,6665
British Columbia,V1Y,34310,0.172,5655,1,0,Not Rural,0,Not Low Income,17930,330,1840,0.07200000000000001,4215,7570,2835,590,4525
Alberta,T6W,50904,0.06,3025,1,0,Not Rural,0,Not Low Income,25585,2595,1260,0.077,5835,11525,3555,800,18490
Alberta,T6X,35649,0.05,1785,1,0,Not Rural,0,Not Low Income,17695,1725,910,0.08199999999999999,3960,7915,2350,620,14630
British Columbia,V3N,39354,0.18100000000000002,7025,1,0,Not Rural,0,Not Low Income,20115,1095,930,0.063,5295,8450,1945,315,20595
British Columbia,V7B,814,0.049,40,1,0,Not Rural,0,Not Low Income,420,15,10,0,115,150,70,5,185
British Columbia,V7C,39252,0.255,9960,1,0,Not Rural,1,Low Income,20505,265,355,0.069,5295,7855,1845,215,24730
British Columbia,V3R,57844,0.196,11245,1,0,Not Rural,1,Low Income,29245,1585,1895,0.07,7985,11815,2225,495,27450
British Columbia,V6S,12152,0.258,3135,1,0,Not Rural,1,Low Income,6345,75,45,0.07,2480,3070,1555,155,5215
British Columbia,V6T,12722,0.373,4055,1,0,Not Rural,1,Low Income,6580,50,160,0.107,3740,4870,1255,125,5220
Alberta,T9E,31710,0.068,2140,1,0,Not Rural,0,Not Low Income,16025,590,1645,0.092,3560,6040,1725,560,3175
British Columbia,V4A,36390,0.134,4740,1,0,Not Rural,0,Not Low Income,19370,185,725,0.052000000000000005,4150,5260,3100,385,10705
British Columbia,V4B,19952,0.154,2940,1,0,Not Rural,0,Not Low Income,10980,130,560,0.06,1565,2275,1650,250,4895
British Columbia,V6V,11177,0.122,1360,1,0,Not Rural,0,Not Low Income,5705,135,135,0.044000000000000004,1570,2225,465,60,6490
Alberta,T7X,44071,0.057999999999999996,2435,1,0,Not Rural,0,Not Low Income,22060,280,4735,0.083,5540,8670,2545,790,3140
Alberta,T7Y,6891,0.044000000000000004,300,1,0,Not Rural,0,Not Low Income,3345,60,400,0.08,845,1090,345,95,670
Alberta,T7Z,26014,0.073,1855,1,0,Not Rural,0,Not Low Income,13100,105,1655,0.092,3185,4665,1525,450,1855
Alberta,T8A,43987,0.039,1700,1,0,Not Rural,0,Not Low Income,22220,330,1740,0.07,5655,7935,3080,705,4385
Alberta,T8B,6440,0.034,220,1,0,Not Rural,0,Not Low Income,3155,25,245,0.039,950,1205,500,115,960
Alberta,T8E,8104,0.049,400,1,0,Not Rural,0,Not Low Income,3910,20,420,0.066,995,1270,525,135,525
Alberta,T8G,4848,0.045,220,1,0,Not Rural,0,Not Low Income,2365,20,210,0.07,555,785,330,105,340
