province,fsa,population_2016,lim_at_prevalence,lim_at_count,sac_rural_category,clc_rural_indicator,clc_rural_label,clc_low_income_indicator,clc_low_income_label,female,black,indigenous,unemployment_rate,youth_15_to_24,youth_15_to_29,french_speakers,french_first_official_language,immigrant
Quebec,H1L,33468,0.196,6405,1,0,Not Rural,1,Low Income,17185,2775,315,0.08800000000000001,3660,5975,32040,29845,5680
Quebec,H1M,29359,0.159,4540,1,0,Not Rural,0,Not Low Income,15910,1965,160,0.08900000000000001,2625,4140,27840,23565,8610
Quebec,H1N,23870,0.204,4595,1,0,Not Rural,1,Low Income,12345,1805,210,0.08800000000000001,2295,3980,22050,19930,5510
Quebec,H1P,18063,0.188,3385,1,0,Not Rural,0,Not Low Income,9525,1995,60,0.10800000000000001,1875,2815,16760,10825,8190
Quebec,H1R,30903,0.198,6040,1,0,Not Rural,1,Low Income,16105,3660,90,0.1,3390,5030,28265,18805,14680
Quebec,H1S,25737,0.235,5815,1,0,Not Rural,1,Low Income,13730,2165,100,0.125,2465,3795,23145,16650,12610
Quebec,H1T,31338,0.214,6595,1,0,Not Rural,1,Low Income,16575,2825,285,0.092,2825,4905,29375,25550,9895
Quebec,H1V,22086,0.27699999999999997,5805,1,0,Not Rural,1,Low Income,10670,1390,270,0.09,2405,4770,20485,19055,3595
Quebec,H1W,28889,0.28300000000000003,7940,1,0,Not Rural,1,Low Income,13800,1480,325,0.08800000000000001,3575,7845,27630,25670,4520
Quebec,H1X,30366,0.23600000000000002,7020,1,0,Not Rural,1,Low Income,15900,2425,280,0.087,3125,5460,29060,26340,7735
Quebec,H1Y,27172,0.188,5000,1,0,Not Rural,0,Not Low Income,14195,1205,225,0.07,2525,4835,26500,24765,4635
Quebec,H1Z,35472,0.314,11080,1,0,Not Rural,1,Low Income,18370,8975,160,0.152,4665,6940,31140,25070,18475
Quebec,H2A,19651,0.273,5275,1,0,Not Rural,1,Low Income,9865,1980,100,0.11199999999999999,2265,3740,17600,14525,8610
Quebec,H1C,14678,0.066,930,1,0,Not Rural,0,Not Low Income,7325,2945,85,0.063,2125,2950,13450,9270,3870
Quebec,H1E,42420,0.128,5420,1,0,Not Rural,0,Not Low Income,22305,9335,190,0.078,5380,7935,39600,25165,15380
Quebec,H1G,48556,0.281,13130,1,0,Not Rural,1,Low Income,25735,12600,330,0.11900000000000001,6000,8800,45540,38445,19015
Quebec,H1H,36127,0.271,9520,1,0,Not Rural,1,Low Income,18905,8510,225,0.13,3990,6220,33650,28955,14990
Quebec,H3H,19025,0.509,9600,1,0,Not Rural,1,Low Income,9045,735,85,0.147,4505,8255,11255,4845,7400
Quebec,H3J,11071,0.377,3995,1,0,Not Rural,1,Low Income,5665,1660,130,0.124,1380,2345,8445,5170,4050
Quebec,H3K,14919,0.28600000000000003,4210,1,0,Not Rural,1,Low Income,7540,1410,180,0.09,1675,3385,12640,9145,3020
Quebec,H3L,20636,0.218,4230,1,0,Not Rural,1,Low Income,10310,2480,65,0.095,2235,3650,18715,16570,6440
Quebec,H3M,15478,0.22,3340,1,0,Not Rural,1,Low Income,8050,1190,50,0.10400000000000001,1660,2410,12525,7830,7660
Quebec,H3N,28277,0.384,10790,1,0,Not Rural,1,Low Income,13585,3140,85,0.14400000000000002,3630,5995,16955,8410,15805
Quebec,H3P,10208,0.11900000000000001,1180,1,0,Not Rural,0,Not Low Income,5350,285,20,0.061,1355,1725,9040,5825,3510
Quebec,H3R,9650,0.121,1145,1,0,Not Rural,0,Not Low Income,5000,320,20,0.062,1275,1595,8580,5225,3275
Quebec,H3S,33125,0.316,10380,1,0,Not Rural,1,Low Income,16915,4070,105,0.13699999999999998,5245,8120,23870,15225,17680
Quebec,H3T,12817,0.38799999999999996,4600,1,0,Not Rural,1,Low Income,6430,1090,55,0.14400000000000002,3515,5090,11295,9000,4605
Quebec,H3V,6648,0.337,2215,1,0,Not Rural,1,Low Income,3585,455,35,0.121,870,1620,5600,3755,3225
Quebec,H3W,30678,0.27399999999999997,8135,1,0,Not Rural,1,Low Income,16305,2900,100,0.096,4415,6860,18555,8970,16320
Quebec,H3X,23069,0.185,4220,1,0,Not Rural,0,Not Low Income,12245,1495,80,0.079,3050,4535,17440,7115,9120
Quebec,H7H,13828,0.068,940,1,0,Not Rural,0,Not Low Income,7130,2245,95,0.057999999999999996,1805,2610,13425,11695,3160
Quebec,H7J,2215,0.091,200,1,0,Not Rural,0,Not Low Income,1100,25,40,0.034,240,325,2165,1970,150
Quebec,H7K,22259,0.057,1255,1,0,Not Rural,0,Not Low Income,11400,2305,105,0.062,3195,4345,21355,16000,4835
Quebec,H7N,42318,0.187,7600,1,0,Not Rural,0,Not Low Income,21995,3555,385,0.08,5255,8715,39460,33700,12480
Quebec,H7P,35056,0.069,2400,1,0,Not Rural,0,Not Low Income,17835,1975,165,0.055999999999999994,4475,6150,33110,26820,8010
Quebec,H7R,30051,0.077,2245,1,0,Not Rural,0,Not Low Income,15155,1680,240,0.064,3625,5090,28205,23165,6540
Quebec,H4A,26453,0.177,4595,1,0,Not Rural,0,Not Low Income,13850,1765,215,0.079,3540,5810,21250,10355,7400
Quebec,H4B,20368,0.3,6055,1,0,Not Rural,1,Low Income,10650,2040,175,0.098,2290,3790,14600,5755,9005
Quebec,H4C,17052,0.256,4295,1,0,Not Rural,1,Low Income,8495,1510,235,0.076,1835,4440,15020,10595,3415
Quebec,H4E,30513,0.24600000000000002,7395,1,0,Not Rural,1,Low Income,15655,1865,390,0.087,3340,5935,26640,20720,7625
Quebec,H4G,29488,0.256,7360,1,0,Not Rural,1,Low Income,14955,1440,420,0.085,3035,6695,25710,19955,6545
Quebec,H4H,19268,0.16,2970,1,0,Not Rural,0,Not Low Income,10070,605,195,0.069,1860,3285,16410,12890,2045
Quebec,H4J,18205,0.299,5170,1,0,Not Rural,1,Low Income,9360,4000,40,0.12300000000000001,1845,2945,15085,11400,9290
Quebec,H4K,11257,0.147,1595,1,0,Not Rural,0,Not Low Income,5805,860,35,0.10099999999999999,1300,1880,9185,5210,5195
Quebec,H4L,36795,0.245,8745,1,0,Not Rural,1,Low Income,19305,4610,120,0.10800000000000001,4565,6895,28385,18375,19425
Quebec,H4M,12325,0.154,1895,1,0,Not Rural,0,Not Low Income,6275,1145,25,0.099,1630,2345,9800,5150,6440
Quebec,H4N,29755,0.32299999999999995,9485,1,0,Not Rural,1,Low Income,15280,3145,110,0.13699999999999998,3300,5335,24470,16270,18525
Quebec,H4P,7149,0.231,1650,1,0,Not Rural,1,Low Income,3600,705,20,0.076,905,1680,5330,2830,3880
Quebec,H2B,17678,0.221,3830,1,0,Not Rural,1,Low Income,9380,2725,45,0.10400000000000001,1660,2765,16880,14565,6575
Quebec,H2C,18692,0.17800000000000002,3105,1,0,Not Rural,0,Not Low Income,10170,1615,95,0.084,1865,2990,17545,16040,4570
Quebec,H2E,24297,0.265,6380,1,0,Not Rural,1,Low Income,12240,2035,100,0.09699999999999999,3060,5420,22690,19225,8775
Quebec,H2G,21981,0.207,4405,1,0,Not Rural,1,Low Income,11135,940,220,0.075,2250,4840,20975,19205,3865
Quebec,H2H,14671,0.19699999999999998,2795,1,0,Not Rural,1,Low Income,7425,440,125,0.061,1620,3845,13945,12615,2450
Quebec,H2J,26559,0.193,5090,1,0,Not Rural,0,Not Low Income,12995,625,190,0.067,2955,6940,25400,22025,5915
Quebec,H2K,28727,0.289,8095,1,0,Not Rural,1,Low Income,12965,1755,345,0.086,3575,7795,26705,23415,6410
Quebec,H2L,24222,0.289,6705,1,0,Not Rural,1,Low Income,10245,1280,265,0.085,2605,6030,22090,18440,5745
Quebec,H2M,18621,0.16699999999999998,2955,1,0,Not Rural,0,Not Low Income,9700,1325,125,0.085,2350,3885,17510,15380,4455
Quebec,H2N,6334,0.195,1235,1,0,Not Rural,1,Low Income,3150,410,20,0.102,710,1215,5255,3460,3135
Quebec,H2P,14693,0.17,2475,1,0,Not Rural,0,Not Low Income,7375,765,100,0.07400000000000001,1595,3575,14110,12575,3575
Quebec,H2R,22436,0.21,4675,1,0,Not Rural,1,Low Income,11560,845,185,0.065,2350,5645,21230,18605,5010
Quebec,H2S,27359,0.212,5695,1,0,Not Rural,1,Low Income,14020,940,235,0.062,2645,6870,25920,22480,5735
Quebec,H2T,16272,0.225,3570,1,0,Not Rural,1,Low Income,8315,505,200,0.064,1980,4050,14575,10610,4180
Quebec,H2V,31323,0.15,4585,1,0,Not Rural,0,Not Low Income,16265,735,145,0.069,4460,6850,24910,17285,7360
Quebec,H2W,11305,0.28300000000000003,3125,1,0,Not Rural,1,Low Income,5550,385,85,0.08199999999999999,2285,3850,9555,6590,2955
Quebec,H2X,19901,0.433,8110,1,0,Not Rural,1,Low Income,9290,800,115,0.14,4960,7715,13465,8505,6135
Quebec,H2Y,3455,0.157,525,1,0,Not Rural,0,Not Low Income,1530,110,35,0.043,220,575,2985,2080,915
Quebec,H2Z,2313,0.308,700,1,0,Not Rural,1,Low Income,1105,60,10,0.065,220,520,1535,980,975
Quebec,H3A,3580,0.517,1795,1,0,Not Rural,1,Low Income,1775,50,15,0.13699999999999998,1365,1850,2140,1025,1620
Quebec,H3B,581,0.402,205,NA,NA,Not Rural,1,Low Income,240,0,0,0.048,180,255,430,255,205
Quebec,H3C,10877,0.16899999999999998,1735,1,0,Not Rural,0,Not Low Income,4980,345,40,0.061,1225,3275,9055,5935,3080
Quebec,H3E,20461,0.158,3160,1,0,Not Rural,0,Not Low Income,10920,555,100,0.08800000000000001,1540,2400,17355,12380,7735
Quebec,H3G,7457,0.35100000000000003,2595,1,0,Not Rural,1,Low Income,3810,150,30,0.11,1675,2665,5155,2135,2755
Quebec,H7B,3037,0.054000000000000006,155,1,0,Not Rural,0,Not Low Income,1565,275,0,0.048,330,480,2890,2745,455
Quebec,H7E,26385,0.076,2000,1,0,Not Rural,0,Not Low Income,13490,1955,135,0.061,3585,4900,25320,18450,6050
Quebec,H7G,21157,0.157,3115,1,0,Not Rural,0,Not Low Income,11035,2220,220,0.08900000000000001,2395,3675,20165,17705,5255
Quebec,J1E,23643,0.23800000000000002,5470,1,0,Not Rural,1,Low Income,12200,550,300,0.071,3490,5520,22930,22190,1700
Quebec,J1G,19936,0.184,3470,1,0,Not Rural,0,Not Low Income,10465,345,150,0.07,2385,3590,19080,18480,1410
Quebec,J1H,27256,0.342,8940,1,0,Not Rural,1,Low Income,13645,1360,365,0.11199999999999999,4695,7470,25960,24490,3385
Quebec,J1M,5376,0.196,1020,1,0,Not Rural,1,Low Income,2835,25,80,0.065,855,1140,4340,2615,455
Quebec,H7S,7346,0.2,1460,1,0,Not Rural,1,Low Income,3745,545,40,0.105,1000,1455,6830,5460,2430
Quebec,H7T,24155,0.125,2940,1,0,Not Rural,0,Not Low Income,12460,1270,55,0.076,2780,4320,20960,13580,9210
Quebec,H7V,22594,0.272,5655,1,0,Not Rural,1,Low Income,12160,1475,145,0.114,2270,3515,19275,14605,8735
Quebec,H7W,41619,0.177,7270,1,0,Not Rural,0,Not Low Income,21445,2180,165,0.091,4760,7185,32555,17150,18495
Quebec,H7X,26124,0.075,1920,1,0,Not Rural,0,Not Low Income,13195,855,85,0.053,3530,4685,23270,14685,7575
Quebec,H7Y,9796,0.046,455,1,0,Not Rural,0,Not Low Income,5005,320,50,0.053,1210,1560,9195,6620,2450
Quebec,H8N,29465,0.19,5470,1,0,Not Rural,0,Not Low Income,15580,4615,260,0.102,3370,5195,21760,11265,11995
Quebec,H7L,37252,0.061,2170,1,0,Not Rural,0,Not Low Income,19230,1750,160,0.059000000000000004,4910,6435,35415,30865,7210
Quebec,H7M,27898,0.08900000000000001,2370,1,0,Not Rural,0,Not Low Income,14440,2510,145,0.064,3395,5000,26815,21120,7115
Quebec,H4R,27065,0.141,3795,1,0,Not Rural,0,Not Low Income,13970,1225,55,0.068,2740,4260,21595,10870,12370
Quebec,H4S,560,0.071,40,NA,NA,Not Rural,0,Not Low Income,275,0,10,0.057999999999999996,40,65,440,220,265
Quebec,H4V,20338,0.243,4900,1,0,Not Rural,1,Low Income,10915,3255,105,0.11,2425,3520,14090,5160,9645
Quebec,H4W,24742,0.179,4235,1,0,Not Rural,0,Not Low Income,13265,870,20,0.08800000000000001,2440,3545,17230,6520,10975
Quebec,H4X,6289,0.115,725,1,0,Not Rural,0,Not Low Income,3245,465,20,0.071,870,1120,4775,1220,1740
Quebec,H7A,20918,0.064,1325,1,0,Not Rural,0,Not Low Income,10710,4105,240,0.069,2775,3875,20210,17490,5235
Quebec,H7C,8985,0.12300000000000001,980,1,0,Not Rural,0,Not Low Income,4395,840,60,0.067,935,1415,7740,6540,1545
Quebec,H9P,3925,0.083,325,1,0,Not Rural,0,Not Low Income,2020,200,25,0.044000000000000004,530,750,2930,1070,1055
Quebec,H9R,23861,0.084,1915,1,0,Not Rural,0,Not Low Income,12635,955,130,0.064,3015,4055,17205,5385,6365
Quebec,H9S,22580,0.11599999999999999,2550,1,0,Not Rural,0,Not Low Income,11695,650,315,0.062,2560,3745,17525,7570,5335
Quebec,H9W,19324,0.061,1155,1,0,Not Rural,0,Not Low Income,9910,355,100,0.057999999999999996,2905,3535,15170,4865,4420
Quebec,H9X,9702,0.11199999999999999,1020,1,0,Not Rural,0,Not Low Income,4920,115,130,0.073,1645,2065,7500,2935,1890
Quebec,J0C,22745,0.128,2855,2,0,Not Rural,0,Not Low Income,11000,60,230,0.057,2335,3495,22535,22300,330
Quebec,J0N,49434,0.087,4205,1,0,Not Rural,0,Not Low Income,24185,625,1055,0.062,5265,8120,48215,45980,2035
Quebec,J1C,6626,0.092,605,1,0,Not Rural,0,Not Low Income,3225,10,70,0.045,760,1100,6580,6470,130
Quebec,J1J,14462,0.145,2010,1,0,Not Rural,0,Not Low Income,7690,225,160,0.073,1720,2530,13755,12975,1360
Quebec,J1K,6904,0.214,1395,1,0,Not Rural,1,Low Income,3315,385,60,0.083,1475,2065,6780,6450,705
Quebec,J1L,14301,0.149,2030,1,0,Not Rural,0,Not Low Income,7825,295,115,0.066,1535,2375,14015,13355,1575
Quebec,J1N,32394,0.07,2255,1,0,Not Rural,0,Not Low Income,16380,270,315,0.044000000000000004,3875,5745,32075,31050,1715
Quebec,J1R,10423,0.06,620,1,0,Not Rural,0,Not Low Income,5175,50,100,0.053,1180,1650,10400,10135,305
Quebec,J1S,7919,0.14400000000000002,1100,4,1,Rural,0,Not Low Income,3935,15,50,0.045,835,1245,7865,7635,105
Quebec,J1X,31584,0.14400000000000002,4380,1,0,Not Rural,0,Not Low Income,16305,70,425,0.064,2860,4200,30365,28830,1120
Quebec,H8S,24407,0.24600000000000002,5560,1,0,Not Rural,1,Low Income,12805,3150,345,0.10400000000000001,2555,4250,20095,15215,5205
Quebec,H8P,22706,0.161,3490,1,0,Not Rural,0,Not Low Income,12145,1410,215,0.084,2285,3555,18530,12245,5275
Quebec,H8R,29913,0.235,6995,1,0,Not Rural,1,Low Income,15320,6195,330,0.12,3570,5495,23925,15055,11090
Quebec,H8T,14796,0.12300000000000001,1800,1,0,Not Rural,0,Not Low Income,7625,880,165,0.068,1630,2350,12710,8475,2945
Quebec,H8Y,19057,0.168,3185,1,0,Not Rural,0,Not Low Income,9805,3305,145,0.084,2470,3475,15250,8745,7995
Quebec,H8Z,15161,0.11,1660,1,0,Not Rural,0,Not Low Income,7785,1475,55,0.083,2005,2840,11405,5135,6265
Quebec,H9A,15691,0.10800000000000001,1695,1,0,Not Rural,0,Not Low Income,7960,940,65,0.07,2465,3240,11620,3320,5655
Quebec,H9B,20943,0.12300000000000001,2520,1,0,Not Rural,0,Not Low Income,10815,1745,50,0.079,2820,4055,14120,4615,9255
Quebec,H9C,11613,0.063,715,1,0,Not Rural,0,Not Low Income,5890,440,50,0.055999999999999994,1700,2200,10285,6530,2515
Quebec,H9E,3098,0.096,295,1,0,Not Rural,0,Not Low Income,1535,125,20,0.059000000000000004,410,560,2750,1755,845
Quebec,H9G,15512,0.098,1515,1,0,Not Rural,0,Not Low Income,8000,1015,35,0.065,2080,2900,11560,3420,5760
Quebec,H9H,25449,0.11900000000000001,2935,1,0,Not Rural,0,Not Low Income,13425,1795,190,0.067,3525,4860,19325,7485,8870
Quebec,H9J,21728,0.081,1760,1,0,Not Rural,0,Not Low Income,11115,1310,90,0.07200000000000001,3390,4450,17240,6060,6875
Quebec,H9K,8557,0.078,665,1,0,Not Rural,0,Not Low Income,4325,410,50,0.076,1340,1725,6835,2650,3105
Quebec,J2C,29763,0.166,4600,2,0,Not Rural,0,Not Low Income,15695,275,265,0.073,3335,4805,29135,28750,1040
Quebec,J2E,4086,0.135,550,2,0,Not Rural,0,Not Low Income,2015,0,30,0.049,520,785,4080,4045,40
Quebec,J2G,28283,0.235,6350,2,0,Not Rural,1,Low Income,14590,440,350,0.086,3125,4605,27270,26485,1325
Quebec,J2H,19822,0.063,1225,2,0,Not Rural,0,Not Low Income,10050,190,215,0.059000000000000004,2140,3100,19655,19090,875
Quebec,J2J,18115,0.132,2320,2,0,Not Rural,0,Not Low Income,9320,195,150,0.042,1885,2970,17855,17340,885
Quebec,J2L,9052,0.087,785,2,0,Not Rural,0,Not Low Income,4610,40,85,0.040999999999999995,815,1190,8915,8360,425
Quebec,J2R,10241,0.077,785,3,0,Not Rural,0,Not Low Income,5195,55,120,0.035,1240,1725,10195,10095,220
Quebec,J2T,16309,0.122,1920,3,0,Not Rural,0,Not Low Income,8530,160,140,0.057,1770,2725,16125,15945,545
Quebec,J3B,32742,0.16899999999999998,5355,1,0,Not Rural,0,Not Low Income,16545,300,370,0.068,3800,6100,31815,30850,1085
Quebec,J4H,15144,0.184,2615,1,0,Not Rural,0,Not Low Income,8155,530,120,0.07,1435,2415,14720,13885,2000
Quebec,J4J,29492,0.22,6460,1,0,Not Rural,1,Low Income,15120,2540,370,0.09300000000000001,3555,5860,28805,26950,5505
Quebec,J4K,25903,0.228,5825,1,0,Not Rural,1,Low Income,12920,2500,355,0.099,2980,5320,24650,22390,5480
Quebec,J4L,30266,0.19,5595,1,0,Not Rural,0,Not Low Income,15745,3555,305,0.084,3545,5535,29470,27510,6190
Quebec,J2S,29128,0.231,6155,3,0,Not Rural,1,Low Income,15540,955,235,0.076,3355,5145,27995,27475,2540
Quebec,J2W,28279,0.053,1495,1,0,Not Rural,0,Not Low Income,14355,265,315,0.045,3455,4675,27950,27100,1070
Quebec,J2X,19786,0.11599999999999999,2225,1,0,Not Rural,0,Not Low Income,10015,85,225,0.057,2135,3280,19550,19150,485
Quebec,J2Y,5672,0.051,290,1,0,Not Rural,0,Not Low Income,2820,10,55,0.049,660,905,5645,5485,130
Quebec,J3A,8455,0.245,1950,1,0,Not Rural,1,Low Income,4710,120,160,0.092,805,1355,8215,7945,435
Quebec,J3E,29847,0.042,1220,1,0,Not Rural,0,Not Low Income,15205,260,195,0.040999999999999995,4030,5090,29745,29040,1170
Quebec,J3G,31982,0.066,2060,1,0,Not Rural,0,Not Low Income,16305,270,270,0.045,3365,4995,31500,30600,1255
Quebec,J3H,25815,0.062,1565,1,0,Not Rural,0,Not Low Income,13400,150,260,0.043,2920,3860,25315,24125,1275
Quebec,J3L,48606,0.067,3180,1,0,Not Rural,0,Not Low Income,24570,515,465,0.04,5465,7960,47830,45350,2590
Quebec,J3N,17059,0.046,770,1,0,Not Rural,0,Not Low Income,8750,155,180,0.045,2005,2765,16880,16225,910
Quebec,J3P,24977,0.174,4155,3,0,Not Rural,0,Not Low Income,12840,155,280,0.07400000000000001,2105,3230,24430,24190,545
Quebec,J3R,14199,0.17600000000000002,2415,3,0,Not Rural,0,Not Low Income,7245,55,150,0.09300000000000001,1335,2030,14005,13815,370
Quebec,J3X,21257,0.05,1040,1,0,Not Rural,0,Not Low Income,10760,205,140,0.039,2930,4050,21065,20630,780
Quebec,J4B,41671,0.043,1760,1,0,Not Rural,0,Not Low Income,21535,470,185,0.043,4735,6175,41330,39630,2980
Quebec,J4G,9875,0.099,950,1,0,Not Rural,0,Not Low Income,5085,220,125,0.055,1155,1745,9475,8875,915
Quebec,J3V,25953,0.044000000000000004,1120,1,0,Not Rural,0,Not Low Income,13285,340,180,0.047,3190,3970,25130,22580,2120
Quebec,J3Y,61954,0.079,4860,1,0,Not Rural,0,Not Low Income,31655,3745,625,0.057,7400,11105,59465,52990,10050
Quebec,J3Z,4863,0.032,155,1,0,Not Rural,0,Not Low Income,2465,355,25,0.057999999999999996,735,905,4695,4135,950
Quebec,J1Z,5612,0.11699999999999999,645,2,0,Not Rural,0,Not Low Income,2745,30,70,0.059000000000000004,615,910,5605,5545,85
Quebec,J2A,11724,0.099,1155,2,0,Not Rural,0,Not Low Income,5690,65,180,0.065,1335,1960,11695,11550,295
Quebec,J2B,30349,0.21100000000000002,6190,2,0,Not Rural,1,Low Income,15160,265,370,0.075,3280,5175,29285,28775,1110
Quebec,J5T,13657,0.11,1495,1,0,Not Rural,0,Not Low Income,6785,45,255,0.078,1625,2490,13630,13440,275
Quebec,J5Y,29382,0.053,1560,1,0,Not Rural,0,Not Low Income,15040,2920,225,0.046,3890,5205,29020,27855,3505
Quebec,J5Z,27327,0.081,2200,1,0,Not Rural,0,Not Low Income,14010,1595,290,0.063,3425,4825,27095,26325,1815
Quebec,J6Z,18958,0.071,1345,1,0,Not Rural,0,Not Low Income,9770,555,245,0.055,2565,3370,18710,17040,1630
Quebec,J7B,13029,0.04,515,1,0,Not Rural,0,Not Low Income,6610,165,80,0.048,2320,2655,12770,11615,965
Quebec,J7C,41925,0.066,2775,1,0,Not Rural,0,Not Low Income,21260,1040,315,0.051,5735,7810,41490,39170,3305
Quebec,J7E,30476,0.151,4350,1,0,Not Rural,0,Not Low Income,15855,580,315,0.065,3770,5795,28020,26545,2260
Quebec,J7G,17218,0.085,1455,1,0,Not Rural,0,Not Low Income,8675,290,210,0.065,2590,3650,16970,15915,1230
Quebec,J7J,23008,0.079,1810,1,0,Not Rural,0,Not Low Income,11500,285,290,0.045,2860,4455,22790,22125,870
Quebec,J7N,27495,0.086,2360,1,0,Not Rural,0,Not Low Income,13775,210,285,0.05,3275,5185,27360,26630,735
Quebec,J7P,24790,0.10099999999999999,2495,1,0,Not Rural,0,Not Low Income,12630,510,250,0.07200000000000001,2815,4220,24360,22895,1700
Quebec,J7R,36714,0.10099999999999999,3650,1,0,Not Rural,0,Not Low Income,18960,1090,430,0.063,4555,6360,35500,31890,3045
Quebec,J7T,26699,0.055999999999999994,1495,1,0,Not Rural,0,Not Low Income,13220,415,325,0.048,3455,4425,24340,16815,2255
Quebec,J7V,63003,0.076,4690,1,0,Not Rural,0,Not Low Income,32250,2625,640,0.053,7160,10255,56175,40080,10410
Quebec,J7H,6982,0.073,510,1,0,Not Rural,0,Not Low Income,3490,215,85,0.049,1210,1670,6760,6390,620
Quebec,J4M,13048,0.063,780,1,0,Not Rural,0,Not Low Income,6785,705,85,0.05,1555,2140,12385,11485,2150
Quebec,J4N,9876,0.062,560,1,0,Not Rural,0,Not Low Income,5340,225,80,0.042,760,1245,9570,8970,1020
Quebec,J4P,10798,0.128,1305,1,0,Not Rural,0,Not Low Income,5830,160,35,0.07200000000000001,1125,1615,10110,8855,1120
Quebec,J4R,9982,0.132,1245,1,0,Not Rural,0,Not Low Income,5345,340,85,0.063,1080,1580,9010,7675,1175
Quebec,J4S,6155,0.11199999999999999,690,1,0,Not Rural,0,Not Low Income,3345,95,30,0.086,575,770,5760,4625,1375
Quebec,J4T,17836,0.174,3045,1,0,Not Rural,0,Not Low Income,8980,1160,210,0.085,2020,3375,16890,15115,2875
Quebec,J4V,16543,0.155,2555,1,0,Not Rural,0,Not Low Income,8525,790,90,0.075,1945,2840,14455,9775,4010
Quebec,J4W,18319,0.156,2850,1,0,Not Rural,0,Not Low Income,9325,1025,95,0.09,2195,3230,15085,9950,7635
Quebec,J4X,17657,0.096,1625,1,0,Not Rural,0,Not Low Income,9325,470,90,0.067,1840,2645,13780,8805,6555
Quebec,J4Y,23179,0.099,2225,1,0,Not Rural,0,Not Low Income,12050,995,60,0.068,2585,4010,19380,13180,8575
Quebec,J4Z,26576,0.132,3495,1,0,Not Rural,0,Not Low Income,13625,1865,125,0.075,2895,4705,23055,16545,9585
Quebec,J5A,27312,0.055,1500,1,0,Not Rural,0,Not Low Income,13695,720,345,0.047,3465,5035,26695,24265,2415
Quebec,J5B,7443,0.063,465,1,0,Not Rural,0,Not Low Income,3720,140,115,0.051,875,1285,7325,6725,575
Quebec,J5C,17047,0.07,1175,1,0,Not Rural,0,Not Low Income,8705,375,345,0.052000000000000005,2250,3150,16740,15775,1255
Quebec,J5K,16019,0.077,1230,1,0,Not Rural,0,Not Low Income,7720,70,220,0.063,1655,2545,15935,15380,455
Quebec,J5L,20067,0.078,1555,1,0,Not Rural,0,Not Low Income,10080,215,350,0.054000000000000006,2385,3520,19980,19505,650
Quebec,J5M,20788,0.141,2910,1,0,Not Rural,0,Not Low Income,10135,200,275,0.075,2470,4290,20585,20190,465
Quebec,J5R,45157,0.063,2835,1,0,Not Rural,0,Not Low Income,22820,940,410,0.048,5600,7395,43790,38655,5340
Quebec,J5W,25868,0.09,2280,1,0,Not Rural,0,Not Low Income,13045,505,285,0.059000000000000004,3070,4640,25585,25240,775
Quebec,J5X,8693,0.152,1290,1,0,Not Rural,0,Not Low Income,4370,110,110,0.059000000000000004,1045,1615,8490,8390,210
Quebec,J6A,33489,0.087,2830,1,0,Not Rural,0,Not Low Income,17375,1510,390,0.061,3800,5330,33090,32125,2310
Ontario,L1J,41793,0.16699999999999998,6925,1,0,Not Rural,0,Not Low Income,21450,2105,1435,0.105,5290,8340,2705,875,5975
Ontario,L1N,47572,0.092,4295,1,0,Not Rural,0,Not Low Income,24555,2900,920,0.077,5775,8570,3580,820,9985
Quebec,J7A,14083,0.055,770,1,0,Not Rural,0,Not Low Income,7105,165,135,0.054000000000000006,2035,2530,13425,11040,1455
Quebec,J6K,24449,0.11,2625,1,0,Not Rural,0,Not Low Income,12650,2170,520,0.084,2850,4130,21395,16120,4315
Quebec,J6N,15189,0.131,1960,1,0,Not Rural,0,Not Low Income,7660,80,245,0.07200000000000001,1675,2545,14790,13975,325
Quebec,J6R,13115,0.059000000000000004,775,1,0,Not Rural,0,Not Low Income,6610,440,210,0.05,1655,2295,12800,11820,1000
Quebec,J6S,23518,0.16399999999999998,3640,3,0,Not Rural,0,Not Low Income,12195,100,265,0.07400000000000001,2515,3860,22790,22050,475
Quebec,J6T,17227,0.196,3270,3,0,Not Rural,1,Low Income,8775,85,195,0.095,1930,3000,16675,16100,480
Quebec,J6V,12315,0.046,560,1,0,Not Rural,0,Not Low Income,6210,715,100,0.049,1530,2065,12140,11155,1515
Quebec,J6W,32007,0.10800000000000001,3435,1,0,Not Rural,0,Not Low Income,16255,1710,390,0.059000000000000004,4210,5785,31790,30580,2395
Quebec,J6X,23026,0.067,1520,1,0,Not Rural,0,Not Low Income,11645,1530,210,0.061,2970,4195,22640,21680,1795
Quebec,J6Y,19967,0.059000000000000004,1170,1,0,Not Rural,0,Not Low Income,9925,2250,230,0.049,2195,3065,19630,18560,2360
Quebec,J9H,31023,0.11,3355,1,0,Not Rural,0,Not Low Income,16020,1770,1455,0.057,3550,5220,25180,18745,4085
Quebec,J9J,32714,0.063,2075,1,0,Not Rural,0,Not Low Income,16745,3390,1095,0.048,3590,5590,28565,22595,6130
Quebec,J7K,34964,0.068,2320,1,0,Not Rural,0,Not Low Income,17990,1040,425,0.047,3905,6035,34430,33305,1870
Quebec,J7L,11728,0.067,785,1,0,Not Rural,0,Not Low Income,5725,270,100,0.054000000000000006,1510,2105,11600,11035,525
Quebec,J7M,24207,0.091,2210,1,0,Not Rural,0,Not Low Income,12100,1760,285,0.08,3105,4575,24020,23250,1910
